,Id,geometry
29,0,"POLYGON ((185297.3226174336 11763684.27596655, 185297.3226174336 11764684.27596655, 186297.3226174336 11764684.27596655, 186297.3226174336 11763684.27596655, 185297.3226174336 11763684.27596655))"
30,0,"POLYGON ((186297.3226174336 11763684.27596655, 186297.3226174336 11764684.27596655, 187297.3226174336 11764684.27596655, 187297.3226174336 11763684.27596655, 186297.3226174336 11763684.27596655))"
31,0,"POLYGON ((187297.3226174336 11763684.27596655, 187297.3226174336 11764684.27596655, 188297.3226174336 11764684.27596655, 188297.3226174336 11763684.27596655, 187297.3226174336 11763684.27596655))"
32,0,"POLYGON ((188297.3226174336 11763684.27596655, 188297.3226174336 11764684.27596655, 189297.3226174336 11764684.27596655, 189297.3226174336 11763684.27596655, 188297.3226174336 11763684.27596655))"
33,0,"POLYGON ((189297.3226174336 11763684.27596655, 189297.3226174336 11764684.27596655, 190297.3226174336 11764684.27596655, 190297.3226174336 11763684.27596655, 189297.3226174336 11763684.27596655))"
34,0,"POLYGON ((191297.3226174336 11763684.27596655, 191297.3226174336 11764684.27596655, 192297.3226174336 11764684.27596655, 192297.3226174336 11763684.27596655, 191297.3226174336 11763684.27596655))"
35,0,"POLYGON ((192297.3226174336 11763684.27596655, 192297.3226174336 11764684.27596655, 193297.3226174336 11764684.27596655, 193297.3226174336 11763684.27596655, 192297.3226174336 11763684.27596655))"
36,0,"POLYGON ((193297.3226174336 11763684.27596655, 193297.3226174336 11764684.27596655, 194297.3226174336 11764684.27596655, 194297.3226174336 11763684.27596655, 193297.3226174336 11763684.27596655))"
37,0,"POLYGON ((194297.3226174336 11763684.27596655, 194297.3226174336 11764684.27596655, 195297.3226174336 11764684.27596655, 195297.3226174336 11763684.27596655, 194297.3226174336 11763684.27596655))"
38,0,"POLYGON ((196297.3226174336 11763684.27596655, 196297.3226174336 11764684.27596655, 197297.3226174336 11764684.27596655, 197297.3226174336 11763684.27596655, 196297.3226174336 11763684.27596655))"
39,0,"POLYGON ((197297.3226174336 11763684.27596655, 197297.3226174336 11764684.27596655, 198297.3226174336 11764684.27596655, 198297.3226174336 11763684.27596655, 197297.3226174336 11763684.27596655))"
40,0,"POLYGON ((200297.3226174336 11763684.27596655, 200297.3226174336 11764684.27596655, 201297.3226174336 11764684.27596655, 201297.3226174336 11763684.27596655, 200297.3226174336 11763684.27596655))"
41,0,"POLYGON ((201297.3226174336 11763684.27596655, 201297.3226174336 11764684.27596655, 202297.3226174336 11764684.27596655, 202297.3226174336 11763684.27596655, 201297.3226174336 11763684.27596655))"
42,0,"POLYGON ((173297.3226174336 11764684.27596655, 173297.3226174336 11765684.27596655, 174297.3226174336 11765684.27596655, 174297.3226174336 11764684.27596655, 173297.3226174336 11764684.27596655))"
43,0,"POLYGON ((174297.3226174336 11764684.27596655, 174297.3226174336 11765684.27596655, 175297.3226174336 11765684.27596655, 175297.3226174336 11764684.27596655, 174297.3226174336 11764684.27596655))"
44,0,"POLYGON ((175297.3226174336 11764684.27596655, 175297.3226174336 11765684.27596655, 176297.3226174336 11765684.27596655, 176297.3226174336 11764684.27596655, 175297.3226174336 11764684.27596655))"
45,0,"POLYGON ((176297.3226174336 11764684.27596655, 176297.3226174336 11765684.27596655, 177297.3226174336 11765684.27596655, 177297.3226174336 11764684.27596655, 176297.3226174336 11764684.27596655))"
46,0,"POLYGON ((177297.3226174336 11764684.27596655, 177297.3226174336 11765684.27596655, 178297.3226174336 11765684.27596655, 178297.3226174336 11764684.27596655, 177297.3226174336 11764684.27596655))"
47,0,"POLYGON ((178297.3226174336 11764684.27596655, 178297.3226174336 11765684.27596655, 179297.3226174336 11765684.27596655, 179297.3226174336 11764684.27596655, 178297.3226174336 11764684.27596655))"
48,0,"POLYGON ((179297.3226174336 11764684.27596655, 179297.3226174336 11765684.27596655, 180297.3226174336 11765684.27596655, 180297.3226174336 11764684.27596655, 179297.3226174336 11764684.27596655))"
49,0,"POLYGON ((180297.3226174336 11764684.27596655, 180297.3226174336 11765684.27596655, 181297.3226174336 11765684.27596655, 181297.3226174336 11764684.27596655, 180297.3226174336 11764684.27596655))"
50,0,"POLYGON ((181297.3226174336 11764684.27596655, 181297.3226174336 11765684.27596655, 182297.3226174336 11765684.27596655, 182297.3226174336 11764684.27596655, 181297.3226174336 11764684.27596655))"
51,0,"POLYGON ((182297.3226174336 11764684.27596655, 182297.3226174336 11765684.27596655, 183297.3226174336 11765684.27596655, 183297.3226174336 11764684.27596655, 182297.3226174336 11764684.27596655))"
52,0,"POLYGON ((183297.3226174336 11764684.27596655, 183297.3226174336 11765684.27596655, 184297.3226174336 11765684.27596655, 184297.3226174336 11764684.27596655, 183297.3226174336 11764684.27596655))"
53,0,"POLYGON ((184297.3226174336 11764684.27596655, 184297.3226174336 11765684.27596655, 185297.3226174336 11765684.27596655, 185297.3226174336 11764684.27596655, 184297.3226174336 11764684.27596655))"
54,0,"POLYGON ((185297.3226174336 11764684.27596655, 185297.3226174336 11765684.27596655, 186297.3226174336 11765684.27596655, 186297.3226174336 11764684.27596655, 185297.3226174336 11764684.27596655))"
55,0,"POLYGON ((186297.3226174336 11764684.27596655, 186297.3226174336 11765684.27596655, 187297.3226174336 11765684.27596655, 187297.3226174336 11764684.27596655, 186297.3226174336 11764684.27596655))"
56,0,"POLYGON ((187297.3226174336 11764684.27596655, 187297.3226174336 11765684.27596655, 188297.3226174336 11765684.27596655, 188297.3226174336 11764684.27596655, 187297.3226174336 11764684.27596655))"
57,0,"POLYGON ((188297.3226174336 11764684.27596655, 188297.3226174336 11765684.27596655, 189297.3226174336 11765684.27596655, 189297.3226174336 11764684.27596655, 188297.3226174336 11764684.27596655))"
58,0,"POLYGON ((189297.3226174336 11764684.27596655, 189297.3226174336 11765684.27596655, 190297.3226174336 11765684.27596655, 190297.3226174336 11764684.27596655, 189297.3226174336 11764684.27596655))"
59,0,"POLYGON ((190297.3226174336 11764684.27596655, 190297.3226174336 11765684.27596655, 191297.3226174336 11765684.27596655, 191297.3226174336 11764684.27596655, 190297.3226174336 11764684.27596655))"
60,0,"POLYGON ((191297.3226174336 11764684.27596655, 191297.3226174336 11765684.27596655, 192297.3226174336 11765684.27596655, 192297.3226174336 11764684.27596655, 191297.3226174336 11764684.27596655))"
61,0,"POLYGON ((192297.3226174336 11764684.27596655, 192297.3226174336 11765684.27596655, 193297.3226174336 11765684.27596655, 193297.3226174336 11764684.27596655, 192297.3226174336 11764684.27596655))"
62,0,"POLYGON ((193297.3226174336 11764684.27596655, 193297.3226174336 11765684.27596655, 194297.3226174336 11765684.27596655, 194297.3226174336 11764684.27596655, 193297.3226174336 11764684.27596655))"
63,0,"POLYGON ((194297.3226174336 11764684.27596655, 194297.3226174336 11765684.27596655, 195297.3226174336 11765684.27596655, 195297.3226174336 11764684.27596655, 194297.3226174336 11764684.27596655))"
64,0,"POLYGON ((195297.3226174336 11764684.27596655, 195297.3226174336 11765684.27596655, 196297.3226174336 11765684.27596655, 196297.3226174336 11764684.27596655, 195297.3226174336 11764684.27596655))"
65,0,"POLYGON ((196297.3226174336 11764684.27596655, 196297.3226174336 11765684.27596655, 197297.3226174336 11765684.27596655, 197297.3226174336 11764684.27596655, 196297.3226174336 11764684.27596655))"
66,0,"POLYGON ((197297.3226174336 11764684.27596655, 197297.3226174336 11765684.27596655, 198297.3226174336 11765684.27596655, 198297.3226174336 11764684.27596655, 197297.3226174336 11764684.27596655))"
67,0,"POLYGON ((200297.3226174336 11764684.27596655, 200297.3226174336 11765684.27596655, 201297.3226174336 11765684.27596655, 201297.3226174336 11764684.27596655, 200297.3226174336 11764684.27596655))"
68,0,"POLYGON ((201297.3226174336 11764684.27596655, 201297.3226174336 11765684.27596655, 202297.3226174336 11765684.27596655, 202297.3226174336 11764684.27596655, 201297.3226174336 11764684.27596655))"
69,0,"POLYGON ((202297.3226174336 11764684.27596655, 202297.3226174336 11765684.27596655, 203297.3226174336 11765684.27596655, 203297.3226174336 11764684.27596655, 202297.3226174336 11764684.27596655))"
70,0,"POLYGON ((173297.3226174336 11765684.27596655, 173297.3226174336 11766684.27596655, 174297.3226174336 11766684.27596655, 174297.3226174336 11765684.27596655, 173297.3226174336 11765684.27596655))"
71,0,"POLYGON ((174297.3226174336 11765684.27596655, 174297.3226174336 11766684.27596655, 175297.3226174336 11766684.27596655, 175297.3226174336 11765684.27596655, 174297.3226174336 11765684.27596655))"
72,0,"POLYGON ((175297.3226174336 11765684.27596655, 175297.3226174336 11766684.27596655, 176297.3226174336 11766684.27596655, 176297.3226174336 11765684.27596655, 175297.3226174336 11765684.27596655))"
73,0,"POLYGON ((176297.3226174336 11765684.27596655, 176297.3226174336 11766684.27596655, 177297.3226174336 11766684.27596655, 177297.3226174336 11765684.27596655, 176297.3226174336 11765684.27596655))"
74,0,"POLYGON ((177297.3226174336 11765684.27596655, 177297.3226174336 11766684.27596655, 178297.3226174336 11766684.27596655, 178297.3226174336 11765684.27596655, 177297.3226174336 11765684.27596655))"
75,0,"POLYGON ((178297.3226174336 11765684.27596655, 178297.3226174336 11766684.27596655, 179297.3226174336 11766684.27596655, 179297.3226174336 11765684.27596655, 178297.3226174336 11765684.27596655))"
76,0,"POLYGON ((179297.3226174336 11765684.27596655, 179297.3226174336 11766684.27596655, 180297.3226174336 11766684.27596655, 180297.3226174336 11765684.27596655, 179297.3226174336 11765684.27596655))"
77,0,"POLYGON ((180297.3226174336 11765684.27596655, 180297.3226174336 11766684.27596655, 181297.3226174336 11766684.27596655, 181297.3226174336 11765684.27596655, 180297.3226174336 11765684.27596655))"
78,0,"POLYGON ((181297.3226174336 11765684.27596655, 181297.3226174336 11766684.27596655, 182297.3226174336 11766684.27596655, 182297.3226174336 11765684.27596655, 181297.3226174336 11765684.27596655))"
79,0,"POLYGON ((182297.3226174336 11765684.27596655, 182297.3226174336 11766684.27596655, 183297.3226174336 11766684.27596655, 183297.3226174336 11765684.27596655, 182297.3226174336 11765684.27596655))"
80,0,"POLYGON ((183297.3226174336 11765684.27596655, 183297.3226174336 11766684.27596655, 184297.3226174336 11766684.27596655, 184297.3226174336 11765684.27596655, 183297.3226174336 11765684.27596655))"
81,0,"POLYGON ((184297.3226174336 11765684.27596655, 184297.3226174336 11766684.27596655, 185297.3226174336 11766684.27596655, 185297.3226174336 11765684.27596655, 184297.3226174336 11765684.27596655))"
82,0,"POLYGON ((185297.3226174336 11765684.27596655, 185297.3226174336 11766684.27596655, 186297.3226174336 11766684.27596655, 186297.3226174336 11765684.27596655, 185297.3226174336 11765684.27596655))"
83,0,"POLYGON ((186297.3226174336 11765684.27596655, 186297.3226174336 11766684.27596655, 187297.3226174336 11766684.27596655, 187297.3226174336 11765684.27596655, 186297.3226174336 11765684.27596655))"
84,0,"POLYGON ((187297.3226174336 11765684.27596655, 187297.3226174336 11766684.27596655, 188297.3226174336 11766684.27596655, 188297.3226174336 11765684.27596655, 187297.3226174336 11765684.27596655))"
85,0,"POLYGON ((188297.3226174336 11765684.27596655, 188297.3226174336 11766684.27596655, 189297.3226174336 11766684.27596655, 189297.3226174336 11765684.27596655, 188297.3226174336 11765684.27596655))"
86,0,"POLYGON ((189297.3226174336 11765684.27596655, 189297.3226174336 11766684.27596655, 190297.3226174336 11766684.27596655, 190297.3226174336 11765684.27596655, 189297.3226174336 11765684.27596655))"
87,0,"POLYGON ((190297.3226174336 11765684.27596655, 190297.3226174336 11766684.27596655, 191297.3226174336 11766684.27596655, 191297.3226174336 11765684.27596655, 190297.3226174336 11765684.27596655))"
88,0,"POLYGON ((191297.3226174336 11765684.27596655, 191297.3226174336 11766684.27596655, 192297.3226174336 11766684.27596655, 192297.3226174336 11765684.27596655, 191297.3226174336 11765684.27596655))"
89,0,"POLYGON ((192297.3226174336 11765684.27596655, 192297.3226174336 11766684.27596655, 193297.3226174336 11766684.27596655, 193297.3226174336 11765684.27596655, 192297.3226174336 11765684.27596655))"
90,0,"POLYGON ((193297.3226174336 11765684.27596655, 193297.3226174336 11766684.27596655, 194297.3226174336 11766684.27596655, 194297.3226174336 11765684.27596655, 193297.3226174336 11765684.27596655))"
91,0,"POLYGON ((194297.3226174336 11765684.27596655, 194297.3226174336 11766684.27596655, 195297.3226174336 11766684.27596655, 195297.3226174336 11765684.27596655, 194297.3226174336 11765684.27596655))"
92,0,"POLYGON ((195297.3226174336 11765684.27596655, 195297.3226174336 11766684.27596655, 196297.3226174336 11766684.27596655, 196297.3226174336 11765684.27596655, 195297.3226174336 11765684.27596655))"
93,0,"POLYGON ((196297.3226174336 11765684.27596655, 196297.3226174336 11766684.27596655, 197297.3226174336 11766684.27596655, 197297.3226174336 11765684.27596655, 196297.3226174336 11765684.27596655))"
94,0,"POLYGON ((197297.3226174336 11765684.27596655, 197297.3226174336 11766684.27596655, 198297.3226174336 11766684.27596655, 198297.3226174336 11765684.27596655, 197297.3226174336 11765684.27596655))"
95,0,"POLYGON ((198297.3226174336 11765684.27596655, 198297.3226174336 11766684.27596655, 199297.3226174336 11766684.27596655, 199297.3226174336 11765684.27596655, 198297.3226174336 11765684.27596655))"
96,0,"POLYGON ((200297.3226174336 11765684.27596655, 200297.3226174336 11766684.27596655, 201297.3226174336 11766684.27596655, 201297.3226174336 11765684.27596655, 200297.3226174336 11765684.27596655))"
97,0,"POLYGON ((201297.3226174336 11765684.27596655, 201297.3226174336 11766684.27596655, 202297.3226174336 11766684.27596655, 202297.3226174336 11765684.27596655, 201297.3226174336 11765684.27596655))"
98,0,"POLYGON ((202297.3226174336 11765684.27596655, 202297.3226174336 11766684.27596655, 203297.3226174336 11766684.27596655, 203297.3226174336 11765684.27596655, 202297.3226174336 11765684.27596655))"
99,0,"POLYGON ((203297.3226174336 11765684.27596655, 203297.3226174336 11766684.27596655, 204297.3226174336 11766684.27596655, 204297.3226174336 11765684.27596655, 203297.3226174336 11765684.27596655))"
100,0,"POLYGON ((207297.3226174336 11765684.27596655, 207297.3226174336 11766684.27596655, 208297.3226174336 11766684.27596655, 208297.3226174336 11765684.27596655, 207297.3226174336 11765684.27596655))"
101,0,"POLYGON ((173297.3226174336 11766684.27596655, 173297.3226174336 11767684.27596655, 174297.3226174336 11767684.27596655, 174297.3226174336 11766684.27596655, 173297.3226174336 11766684.27596655))"
102,0,"POLYGON ((174297.3226174336 11766684.27596655, 174297.3226174336 11767684.27596655, 175297.3226174336 11767684.27596655, 175297.3226174336 11766684.27596655, 174297.3226174336 11766684.27596655))"
103,0,"POLYGON ((175297.3226174336 11766684.27596655, 175297.3226174336 11767684.27596655, 176297.3226174336 11767684.27596655, 176297.3226174336 11766684.27596655, 175297.3226174336 11766684.27596655))"
104,0,"POLYGON ((176297.3226174336 11766684.27596655, 176297.3226174336 11767684.27596655, 177297.3226174336 11767684.27596655, 177297.3226174336 11766684.27596655, 176297.3226174336 11766684.27596655))"
105,0,"POLYGON ((177297.3226174336 11766684.27596655, 177297.3226174336 11767684.27596655, 178297.3226174336 11767684.27596655, 178297.3226174336 11766684.27596655, 177297.3226174336 11766684.27596655))"
106,0,"POLYGON ((178297.3226174336 11766684.27596655, 178297.3226174336 11767684.27596655, 179297.3226174336 11767684.27596655, 179297.3226174336 11766684.27596655, 178297.3226174336 11766684.27596655))"
107,0,"POLYGON ((179297.3226174336 11766684.27596655, 179297.3226174336 11767684.27596655, 180297.3226174336 11767684.27596655, 180297.3226174336 11766684.27596655, 179297.3226174336 11766684.27596655))"
108,0,"POLYGON ((180297.3226174336 11766684.27596655, 180297.3226174336 11767684.27596655, 181297.3226174336 11767684.27596655, 181297.3226174336 11766684.27596655, 180297.3226174336 11766684.27596655))"
109,0,"POLYGON ((181297.3226174336 11766684.27596655, 181297.3226174336 11767684.27596655, 182297.3226174336 11767684.27596655, 182297.3226174336 11766684.27596655, 181297.3226174336 11766684.27596655))"
110,0,"POLYGON ((182297.3226174336 11766684.27596655, 182297.3226174336 11767684.27596655, 183297.3226174336 11767684.27596655, 183297.3226174336 11766684.27596655, 182297.3226174336 11766684.27596655))"
111,0,"POLYGON ((183297.3226174336 11766684.27596655, 183297.3226174336 11767684.27596655, 184297.3226174336 11767684.27596655, 184297.3226174336 11766684.27596655, 183297.3226174336 11766684.27596655))"
112,0,"POLYGON ((184297.3226174336 11766684.27596655, 184297.3226174336 11767684.27596655, 185297.3226174336 11767684.27596655, 185297.3226174336 11766684.27596655, 184297.3226174336 11766684.27596655))"
113,0,"POLYGON ((185297.3226174336 11766684.27596655, 185297.3226174336 11767684.27596655, 186297.3226174336 11767684.27596655, 186297.3226174336 11766684.27596655, 185297.3226174336 11766684.27596655))"
114,0,"POLYGON ((186297.3226174336 11766684.27596655, 186297.3226174336 11767684.27596655, 187297.3226174336 11767684.27596655, 187297.3226174336 11766684.27596655, 186297.3226174336 11766684.27596655))"
115,0,"POLYGON ((187297.3226174336 11766684.27596655, 187297.3226174336 11767684.27596655, 188297.3226174336 11767684.27596655, 188297.3226174336 11766684.27596655, 187297.3226174336 11766684.27596655))"
116,0,"POLYGON ((188297.3226174336 11766684.27596655, 188297.3226174336 11767684.27596655, 189297.3226174336 11767684.27596655, 189297.3226174336 11766684.27596655, 188297.3226174336 11766684.27596655))"
117,0,"POLYGON ((189297.3226174336 11766684.27596655, 189297.3226174336 11767684.27596655, 190297.3226174336 11767684.27596655, 190297.3226174336 11766684.27596655, 189297.3226174336 11766684.27596655))"
118,0,"POLYGON ((190297.3226174336 11766684.27596655, 190297.3226174336 11767684.27596655, 191297.3226174336 11767684.27596655, 191297.3226174336 11766684.27596655, 190297.3226174336 11766684.27596655))"
119,0,"POLYGON ((191297.3226174336 11766684.27596655, 191297.3226174336 11767684.27596655, 192297.3226174336 11767684.27596655, 192297.3226174336 11766684.27596655, 191297.3226174336 11766684.27596655))"
120,0,"POLYGON ((192297.3226174336 11766684.27596655, 192297.3226174336 11767684.27596655, 193297.3226174336 11767684.27596655, 193297.3226174336 11766684.27596655, 192297.3226174336 11766684.27596655))"
121,0,"POLYGON ((193297.3226174336 11766684.27596655, 193297.3226174336 11767684.27596655, 194297.3226174336 11767684.27596655, 194297.3226174336 11766684.27596655, 193297.3226174336 11766684.27596655))"
122,0,"POLYGON ((194297.3226174336 11766684.27596655, 194297.3226174336 11767684.27596655, 195297.3226174336 11767684.27596655, 195297.3226174336 11766684.27596655, 194297.3226174336 11766684.27596655))"
123,0,"POLYGON ((195297.3226174336 11766684.27596655, 195297.3226174336 11767684.27596655, 196297.3226174336 11767684.27596655, 196297.3226174336 11766684.27596655, 195297.3226174336 11766684.27596655))"
124,0,"POLYGON ((196297.3226174336 11766684.27596655, 196297.3226174336 11767684.27596655, 197297.3226174336 11767684.27596655, 197297.3226174336 11766684.27596655, 196297.3226174336 11766684.27596655))"
125,0,"POLYGON ((197297.3226174336 11766684.27596655, 197297.3226174336 11767684.27596655, 198297.3226174336 11767684.27596655, 198297.3226174336 11766684.27596655, 197297.3226174336 11766684.27596655))"
126,0,"POLYGON ((198297.3226174336 11766684.27596655, 198297.3226174336 11767684.27596655, 199297.3226174336 11767684.27596655, 199297.3226174336 11766684.27596655, 198297.3226174336 11766684.27596655))"
127,0,"POLYGON ((199297.3226174336 11766684.27596655, 199297.3226174336 11767684.27596655, 200297.3226174336 11767684.27596655, 200297.3226174336 11766684.27596655, 199297.3226174336 11766684.27596655))"
128,0,"POLYGON ((200297.3226174336 11766684.27596655, 200297.3226174336 11767684.27596655, 201297.3226174336 11767684.27596655, 201297.3226174336 11766684.27596655, 200297.3226174336 11766684.27596655))"
129,0,"POLYGON ((201297.3226174336 11766684.27596655, 201297.3226174336 11767684.27596655, 202297.3226174336 11767684.27596655, 202297.3226174336 11766684.27596655, 201297.3226174336 11766684.27596655))"
130,0,"POLYGON ((202297.3226174336 11766684.27596655, 202297.3226174336 11767684.27596655, 203297.3226174336 11767684.27596655, 203297.3226174336 11766684.27596655, 202297.3226174336 11766684.27596655))"
131,0,"POLYGON ((203297.3226174336 11766684.27596655, 203297.3226174336 11767684.27596655, 204297.3226174336 11767684.27596655, 204297.3226174336 11766684.27596655, 203297.3226174336 11766684.27596655))"
132,0,"POLYGON ((204297.3226174336 11766684.27596655, 204297.3226174336 11767684.27596655, 205297.3226174336 11767684.27596655, 205297.3226174336 11766684.27596655, 204297.3226174336 11766684.27596655))"
133,0,"POLYGON ((206297.3226174336 11766684.27596655, 206297.3226174336 11767684.27596655, 207297.3226174336 11767684.27596655, 207297.3226174336 11766684.27596655, 206297.3226174336 11766684.27596655))"
134,0,"POLYGON ((207297.3226174336 11766684.27596655, 207297.3226174336 11767684.27596655, 208297.3226174336 11767684.27596655, 208297.3226174336 11766684.27596655, 207297.3226174336 11766684.27596655))"
135,0,"POLYGON ((208297.3226174336 11766684.27596655, 208297.3226174336 11767684.27596655, 209297.3226174336 11767684.27596655, 209297.3226174336 11766684.27596655, 208297.3226174336 11766684.27596655))"
136,0,"POLYGON ((209297.3226174336 11766684.27596655, 209297.3226174336 11767684.27596655, 210297.3226174336 11767684.27596655, 210297.3226174336 11766684.27596655, 209297.3226174336 11766684.27596655))"
137,0,"POLYGON ((173297.3226174336 11767684.27596655, 173297.3226174336 11768684.27596655, 174297.3226174336 11768684.27596655, 174297.3226174336 11767684.27596655, 173297.3226174336 11767684.27596655))"
138,0,"POLYGON ((174297.3226174336 11767684.27596655, 174297.3226174336 11768684.27596655, 175297.3226174336 11768684.27596655, 175297.3226174336 11767684.27596655, 174297.3226174336 11767684.27596655))"
139,0,"POLYGON ((175297.3226174336 11767684.27596655, 175297.3226174336 11768684.27596655, 176297.3226174336 11768684.27596655, 176297.3226174336 11767684.27596655, 175297.3226174336 11767684.27596655))"
140,0,"POLYGON ((176297.3226174336 11767684.27596655, 176297.3226174336 11768684.27596655, 177297.3226174336 11768684.27596655, 177297.3226174336 11767684.27596655, 176297.3226174336 11767684.27596655))"
141,0,"POLYGON ((177297.3226174336 11767684.27596655, 177297.3226174336 11768684.27596655, 178297.3226174336 11768684.27596655, 178297.3226174336 11767684.27596655, 177297.3226174336 11767684.27596655))"
